"No.","Time","Source","Destination","Protocol","Length","Info","OPC_Message_Size","OPC_Sec.Requ_ID","MessageType","Message_String","S7_ROSCTR","S7_Data_Length","S7_Function","S7_Message","S7_Error_Code","Mod_Length","Mod_Transa_ID","Mod_Function","Mod_Req_Frame","Mod_Req_Delay","Mod_Data","tcp_Flags","tcp_WindowSize","srcPort","destPort","Delay"
"1","0.000000000","172.18.0.13","10.0.0.3","OpcUa","167","UA Secure Conversation Message: BrowseRequest","101","914","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000000000"
"2","0.001020209","10.0.0.3","172.18.0.13","OpcUa","283","UA Secure Conversation Message: BrowseResponse","217","914","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.001020209"
"3","0.001035483","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=102 Ack=218 Win=501 Len=0 TSval=1867346639 TSecr=784567034","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000015274"
"4","0.001695929","172.18.0.13","10.0.0.3","OpcUa","193","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsRequest","127","915","TranslateBrowsePathsToNodeIdsRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000660446"
"5","0.002447394","10.0.0.3","172.18.0.13","OpcUa","145","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsResponse","79","915","TranslateBrowsePathsToNodeIdsResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000751465"
"6","0.002457827","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=229 Ack=297 Win=501 Len=0 TSval=1867346640 TSecr=784567036","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010433"
"7","0.003363751","172.18.0.13","10.0.0.3","OpcUa","173","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsRequest","107","916","TranslateBrowsePathsToNodeIdsRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000905924"
"8","0.003979692","10.0.0.3","172.18.0.13","OpcUa","145","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsResponse","79","916","TranslateBrowsePathsToNodeIdsResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000615941"
"9","0.003992514","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=336 Ack=376 Win=501 Len=0 TSval=1867346642 TSecr=784567037","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000012822"
"10","0.004446207","172.18.0.13","10.0.0.3","OpcUa","167","UA Secure Conversation Message: BrowseRequest","101","917","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000453693"
"11","0.005185856","10.0.0.3","172.18.0.13","OpcUa","283","UA Secure Conversation Message: BrowseResponse","217","917","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000739649"
"12","0.005196267","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=437 Ack=593 Win=501 Len=0 TSval=1867346643 TSecr=784567038","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010411"
"13","0.005761639","172.18.0.13","10.0.0.3","OpcUa","172","UA Secure Conversation Message: BrowseRequest","106","918","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000565372"
"14","0.006477861","10.0.0.3","172.18.0.13","OpcUa","240","UA Secure Conversation Message: BrowseResponse","174","918","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000716222"
"15","0.006487988","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=543 Ack=767 Win=501 Len=0 TSval=1867346644 TSecr=784567040","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010127"
"16","0.006971133","172.18.0.13","10.0.0.3","OpcUa","172","UA Secure Conversation Message: BrowseRequest","106","919","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000483145"
"17","0.007580121","10.0.0.3","172.18.0.13","OpcUa","195","UA Secure Conversation Message: BrowseResponse","129","919","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000608988"
"18","0.007590310","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=649 Ack=896 Win=501 Len=0 TSval=1867346645 TSecr=784567041","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010189"
"19","0.008137056","172.18.0.13","10.0.0.3","OpcUa","165","UA Secure Conversation Message: ReadRequest","99","920","ReadRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000546746"
"20","0.008766089","10.0.0.3","172.18.0.13","OpcUa","154","UA Secure Conversation Message: ReadResponse","88","920","ReadResponse","NPKPahVStR","","","","","","","","","","","","0x018","43","4840","60324","0.000629033"
"21","0.008843325","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=748 Ack=984 Win=501 Len=0 TSval=1867346646 TSecr=784567042","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000077236"
"22","0.028789983","172.18.0.7","10.0.0.2","Modbus/TCP","78","   Query: Trans: 59535; Unit:   1, Func:   1: Read Coils","","","","","","","","","","6","59535","Read Coils","","","","0x018","502","55868","502","0.019946658"
"23","0.029191337","10.0.0.2","172.18.0.7","Modbus/TCP","76","Response: Trans: 59535; Unit:   1, Func:   1: Read Coils","","","","","","","","","","4","59535","Read Coils","22","0.000401354","","0x018","43","502","55868","0.000401354"
"24","0.029261337","172.18.0.7","10.0.0.2","TCP","66","55868  >  502 [ACK] Seq=13 Ack=11 Win=502 Len=0 TSval=3726482452 TSecr=4262224366","","","","","","","","","","","","","","","","0x010","502","55868","502","0.000070000"
"25","0.813357511","172.18.0.3","10.0.0.2","Modbus/TCP","78","   Query: Trans: 58571; Unit:   1, Func:   1: Read Coils","","","","","","","","","","6","58571","Read Coils","","","","0x018","502","51766","502","0.784096174"
"26","0.813799810","10.0.0.2","172.18.0.3","Modbus/TCP","76","Response: Trans: 58571; Unit:   1, Func:   1: Read Coils","","","","","","","","","","4","58571","Read Coils","25","0.000442299","","0x018","43","502","51766","0.000442299"
"27","0.813815147","172.18.0.3","10.0.0.2","TCP","66","51766  >  502 [ACK] Seq=13 Ack=11 Win=502 Len=0 TSval=897708475 TSecr=4262225151","","","","","","","","","","","","","","","","0x010","502","51766","502","0.000015337"
"28","1.026771467","172.18.0.11","10.0.0.1","S7COMM","97","ROSCTR:[Job     ] Function:[Read Var]","","","","","Job","","Read Var","","","","","","","","","0x018","502","49396","102","0.212956320"
"29","1.027271836","10.0.0.1","172.18.0.11","S7COMM","111","ROSCTR:[Ack_Data] Function:[Read Var]","","","","","Ack_Data","20","Read Var","72466e777966734e7850737645457a5473714d48","","","","","","","","0x018","43","102","49396","0.000500369"
"30","1.027292345","172.18.0.11","10.0.0.1","TCP","66","49396  >  102 [ACK] Seq=32 Ack=46 Win=502 Len=0 TSval=1787433984 TSecr=2261099212","","","","","","","","","","","","","","","","0x010","502","49396","102","0.000020509"
"31","2.010629080","172.18.0.13","10.0.0.3","OpcUa","167","UA Secure Conversation Message: BrowseRequest","101","921","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.983336735"
"32","2.011633433","10.0.0.3","172.18.0.13","OpcUa","283","UA Secure Conversation Message: BrowseResponse","217","921","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.001004353"
"33","2.011651296","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=849 Ack=1201 Win=501 Len=0 TSval=1867348649 TSecr=784569045","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000017863"
"34","2.012351105","172.18.0.13","10.0.0.3","OpcUa","193","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsRequest","127","922","TranslateBrowsePathsToNodeIdsRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000699809"
"35","2.013009463","10.0.0.3","172.18.0.13","OpcUa","145","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsResponse","79","922","TranslateBrowsePathsToNodeIdsResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000658358"
"36","2.013033189","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=976 Ack=1280 Win=501 Len=0 TSval=1867348651 TSecr=784569046","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000023726"
"37","2.013475954","172.18.0.13","10.0.0.3","OpcUa","173","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsRequest","107","923","TranslateBrowsePathsToNodeIdsRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000442765"
"38","2.014057525","10.0.0.3","172.18.0.13","OpcUa","145","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsResponse","79","923","TranslateBrowsePathsToNodeIdsResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000581571"
"39","2.014385150","172.18.0.13","10.0.0.3","OpcUa","167","UA Secure Conversation Message: BrowseRequest","101","924","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000327625"
"40","2.015099852","10.0.0.3","172.18.0.13","OpcUa","283","UA Secure Conversation Message: BrowseResponse","217","924","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000714702"
"41","2.015644184","172.18.0.13","10.0.0.3","OpcUa","172","UA Secure Conversation Message: BrowseRequest","106","925","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000544332"
"42","2.016512831","10.0.0.3","172.18.0.13","OpcUa","240","UA Secure Conversation Message: BrowseResponse","174","925","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000868647"
"43","2.016943574","172.18.0.13","10.0.0.3","OpcUa","172","UA Secure Conversation Message: BrowseRequest","106","926","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000430743"
"44","2.017614308","10.0.0.3","172.18.0.13","OpcUa","195","UA Secure Conversation Message: BrowseResponse","129","926","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000670734"
"45","2.017963192","172.18.0.13","10.0.0.3","OpcUa","165","UA Secure Conversation Message: ReadRequest","99","927","ReadRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000348884"
"46","2.018503314","10.0.0.3","172.18.0.13","OpcUa","154","UA Secure Conversation Message: ReadResponse","88","927","ReadResponse","NPKPahVStR","","","","","","","","","","","","0x018","43","4840","60324","0.000540122"
"47","2.035266842","172.18.0.7","10.0.0.2","Modbus/TCP","78","   Query: Trans:  5554; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","5554","Write Single Coil","","","","0x018","502","55868","502","0.016763528"
"48","2.035761106","10.0.0.2","172.18.0.7","Modbus/TCP","78","Response: Trans:  5554; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","5554","Write Single Coil","47","0.000494264","","0x018","43","502","55868","0.000494264"
"49","2.035774196","172.18.0.7","10.0.0.2","TCP","66","55868  >  502 [ACK] Seq=25 Ack=23 Win=502 Len=0 TSval=3726484458 TSecr=4262226373","","","","","","","","","","","","","","","","0x010","502","55868","502","0.000013090"
"50","2.065458638","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=1495 Ack=1967 Win=501 Len=0 TSval=1867348703 TSecr=784569052","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.029684442"
"51","2.536087639","172.18.0.7","10.0.0.2","Modbus/TCP","78","   Query: Trans: 48523; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","48523","Write Single Coil","","","","0x018","502","55868","502","0.470629001"
"52","2.536384923","10.0.0.2","172.18.0.7","Modbus/TCP","78","Response: Trans: 48523; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","48523","Write Single Coil","51","0.000297284","","0x018","43","502","55868","0.000297284"
"53","2.536401369","172.18.0.7","10.0.0.2","TCP","66","55868  >  502 [ACK] Seq=37 Ack=35 Win=502 Len=0 TSval=3726484959 TSecr=4262226874","","","","","","","","","","","","","","","","0x010","502","55868","502","0.000016446"
"54","3.028969820","172.18.0.11","10.0.0.1","S7COMM","97","ROSCTR:[Job     ] Function:[Read Var]","","","","","Job","","Read Var","","","","","","","","","0x018","502","49396","102","0.492568451"
"55","3.029250167","10.0.0.1","172.18.0.11","S7COMM","111","ROSCTR:[Ack_Data] Function:[Read Var]","","","","","Ack_Data","20","Read Var","72466e777966734e7850737645457a5473714d48","","","","","","","","0x018","43","102","49396","0.000280347"
"56","3.029270348","172.18.0.11","10.0.0.1","TCP","66","49396  >  102 [ACK] Seq=63 Ack=91 Win=502 Len=0 TSval=1787435986 TSecr=2261101215","","","","","","","","","","","","","","","","0x010","502","49396","102","0.000020181"
"57","3.037314742","172.18.0.7","10.0.0.2","Modbus/TCP","78","   Query: Trans: 17906; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","17906","Write Single Coil","","","","0x018","502","55868","502","0.008044394"
"58","3.037637395","10.0.0.2","172.18.0.7","Modbus/TCP","78","Response: Trans: 17906; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","17906","Write Single Coil","57","0.000322653","","0x018","43","502","55868","0.000322653"
"59","3.037667054","172.18.0.7","10.0.0.2","TCP","66","55868  >  502 [ACK] Seq=49 Ack=47 Win=502 Len=0 TSval=3726485460 TSecr=4262227375","","","","","","","","","","","","","","","","0x010","502","55868","502","0.000029659"
"60","3.539407658","172.18.0.7","10.0.0.2","Modbus/TCP","78","   Query: Trans: 46507; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","46507","Write Single Coil","","","","0x018","502","55868","502","0.501740604"
"61","3.539830573","10.0.0.2","172.18.0.7","Modbus/TCP","78","Response: Trans: 46507; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","46507","Write Single Coil","60","0.000422915","","0x018","43","502","55868","0.000422915"
"62","3.539845679","172.18.0.7","10.0.0.2","TCP","66","55868  >  502 [ACK] Seq=61 Ack=59 Win=502 Len=0 TSval=3726485962 TSecr=4262227877","","","","","","","","","","","","","","","","0x010","502","55868","502","0.000015106"
"63","4.023300377","172.18.0.13","10.0.0.3","OpcUa","167","UA Secure Conversation Message: BrowseRequest","101","928","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.483454698"
"64","4.024293841","10.0.0.3","172.18.0.13","OpcUa","283","UA Secure Conversation Message: BrowseResponse","217","928","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000993464"
"65","4.024308636","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=1596 Ack=2184 Win=501 Len=0 TSval=1867350662 TSecr=784571058","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000014795"
"66","4.025356390","172.18.0.13","10.0.0.3","OpcUa","193","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsRequest","127","929","TranslateBrowsePathsToNodeIdsRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.001047754"
"67","4.026300550","10.0.0.3","172.18.0.13","OpcUa","145","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsResponse","79","929","TranslateBrowsePathsToNodeIdsResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000944160"
"68","4.026310966","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=1723 Ack=2263 Win=501 Len=0 TSval=1867350664 TSecr=784571060","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010416"
"69","4.026767904","172.18.0.13","10.0.0.3","OpcUa","173","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsRequest","107","930","TranslateBrowsePathsToNodeIdsRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000456938"
"70","4.027504236","10.0.0.3","172.18.0.13","OpcUa","145","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsResponse","79","930","TranslateBrowsePathsToNodeIdsResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000736332"
"71","4.027514864","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=1830 Ack=2342 Win=501 Len=0 TSval=1867350665 TSecr=784571061","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010628"
"72","4.028142530","172.18.0.13","10.0.0.3","OpcUa","167","UA Secure Conversation Message: BrowseRequest","101","931","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000627666"
"73","4.028920816","10.0.0.3","172.18.0.13","OpcUa","283","UA Secure Conversation Message: BrowseResponse","217","931","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000778286"
"74","4.028940375","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=1931 Ack=2559 Win=501 Len=0 TSval=1867350666 TSecr=784571062","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000019559"
"75","4.029505809","172.18.0.13","10.0.0.3","OpcUa","172","UA Secure Conversation Message: BrowseRequest","106","932","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000565434"
"76","4.030183887","10.0.0.3","172.18.0.13","OpcUa","240","UA Secure Conversation Message: BrowseResponse","174","932","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000678078"
"77","4.030194071","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=2037 Ack=2733 Win=501 Len=0 TSval=1867350668 TSecr=784571063","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010184"
"78","4.030724045","172.18.0.13","10.0.0.3","OpcUa","172","UA Secure Conversation Message: BrowseRequest","106","933","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000529974"
"79","4.031269394","10.0.0.3","172.18.0.13","OpcUa","195","UA Secure Conversation Message: BrowseResponse","129","933","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000545349"
"80","4.031279566","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=2143 Ack=2862 Win=501 Len=0 TSval=1867350669 TSecr=784571064","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010172"
"81","4.031793121","172.18.0.13","10.0.0.3","OpcUa","165","UA Secure Conversation Message: ReadRequest","99","934","ReadRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000513555"
"82","4.032274261","10.0.0.3","172.18.0.13","OpcUa","154","UA Secure Conversation Message: ReadResponse","88","934","ReadResponse","VqKwRpqLQz","","","","","","","","","","","","0x018","43","4840","60324","0.000481140"
"83","4.032284406","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=2242 Ack=2950 Win=501 Len=0 TSval=1867350670 TSecr=784571066","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010145"
"84","4.293633499","172.18.0.2","10.0.0.1","S7COMM","121","ROSCTR:[Job     ] Function:[Write Var]","","","","","Job","20","Write Var","6356526f474a546d72725778414d75594a626962","","","","","","","","0x018","502","56366","102","0.261349093"
"85","4.293956464","10.0.0.1","172.18.0.2","S7COMM","88","ROSCTR:[Ack_Data] Function:[Write Var]","","","","","Ack_Data","","Write Var","","","","","","","","","0x018","43","102","56366","0.000322965"
"86","4.293973850","172.18.0.2","10.0.0.1","TCP","66","56366  >  102 [ACK] Seq=56 Ack=23 Win=502 Len=0 TSval=1940705580 TSecr=2261102479","","","","","","","","","","","","","","","","0x010","502","56366","102","0.000017386"
"87","5.043988244","172.18.0.7","10.0.0.2","Modbus/TCP","78","   Query: Trans: 15057; Unit:   1, Func:   1: Read Coils","","","","","","","","","","6","15057","Read Coils","","","","0x018","502","55868","502","0.750014394"
"88","5.044579611","10.0.0.2","172.18.0.7","Modbus/TCP","76","Response: Trans: 15057; Unit:   1, Func:   1: Read Coils","","","","","","","","","","4","15057","Read Coils","87","0.000591367","","0x018","43","502","55868","0.000591367"
"89","5.044612792","172.18.0.7","10.0.0.2","TCP","66","55868  >  502 [ACK] Seq=73 Ack=69 Win=502 Len=0 TSval=3726487467 TSecr=4262229382","","","","","","","","","","","","","","","","0x010","502","55868","502","0.000033181"
"90","6.035348726","172.18.0.11","10.0.0.1","S7COMM","97","ROSCTR:[Job     ] Function:[Read Var]","","","","","Job","","Read Var","","","","","","","","","0x018","502","49396","102","0.990735934"
"91","6.035545423","172.18.0.13","10.0.0.3","OpcUa","167","UA Secure Conversation Message: BrowseRequest","101","935","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000196697"
"92","6.035766110","10.0.0.1","172.18.0.11","S7COMM","111","ROSCTR:[Ack_Data] Function:[Read Var]","","","","","Ack_Data","20","Read Var","6356526f474a546d72725778414d75594a626962","","","","","","","","0x018","43","102","49396","0.000220687"
"93","6.035797024","172.18.0.11","10.0.0.1","TCP","66","49396  >  102 [ACK] Seq=94 Ack=136 Win=502 Len=0 TSval=1787438992 TSecr=2261104221","","","","","","","","","","","","","","","","0x010","502","49396","102","0.000030914"
"94","6.036980353","10.0.0.3","172.18.0.13","OpcUa","283","UA Secure Conversation Message: BrowseResponse","217","935","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.001183329"
"95","6.036992320","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=2343 Ack=3167 Win=501 Len=0 TSval=1867352675 TSecr=784573070","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000011967"
"96","6.037589618","172.18.0.13","10.0.0.3","OpcUa","193","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsRequest","127","936","TranslateBrowsePathsToNodeIdsRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000597298"
"97","6.038313016","10.0.0.3","172.18.0.13","OpcUa","145","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsResponse","79","936","TranslateBrowsePathsToNodeIdsResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000723398"
"98","6.038324475","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=2470 Ack=3246 Win=501 Len=0 TSval=1867352676 TSecr=784573072","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000011459"
"99","6.038761060","172.18.0.13","10.0.0.3","OpcUa","173","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsRequest","107","937","TranslateBrowsePathsToNodeIdsRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000436585"
"100","6.039382203","10.0.0.3","172.18.0.13","OpcUa","145","UA Secure Conversation Message: TranslateBrowsePathsToNodeIdsResponse","79","937","TranslateBrowsePathsToNodeIdsResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000621143"
"101","6.039392557","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=2577 Ack=3325 Win=501 Len=0 TSval=1867352677 TSecr=784573073","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010354"
"102","6.039760855","172.18.0.13","10.0.0.3","OpcUa","167","UA Secure Conversation Message: BrowseRequest","101","938","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000368298"
"103","6.040480184","10.0.0.3","172.18.0.13","OpcUa","283","UA Secure Conversation Message: BrowseResponse","217","938","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000719329"
"104","6.040490661","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=2678 Ack=3542 Win=501 Len=0 TSval=1867352678 TSecr=784573074","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010477"
"105","6.041043346","172.18.0.13","10.0.0.3","OpcUa","172","UA Secure Conversation Message: BrowseRequest","106","939","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000552685"
"106","6.041736268","10.0.0.3","172.18.0.13","OpcUa","240","UA Secure Conversation Message: BrowseResponse","174","939","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000692922"
"107","6.041746675","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=2784 Ack=3716 Win=501 Len=0 TSval=1867352679 TSecr=784573075","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010407"
"108","6.042248670","172.18.0.13","10.0.0.3","OpcUa","172","UA Secure Conversation Message: BrowseRequest","106","940","BrowseRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000501995"
"109","6.042857231","10.0.0.3","172.18.0.13","OpcUa","195","UA Secure Conversation Message: BrowseResponse","129","940","BrowseResponse","","","","","","","","","","","","","0x018","43","4840","60324","0.000608561"
"110","6.042867618","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=2890 Ack=3845 Win=501 Len=0 TSval=1867352680 TSecr=784573076","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010387"
"111","6.043261533","172.18.0.13","10.0.0.3","OpcUa","165","UA Secure Conversation Message: ReadRequest","99","941","ReadRequest","","","","","","","","","","","","","0x018","501","60324","4840","0.000393915"
"112","6.043860580","10.0.0.3","172.18.0.13","OpcUa","154","UA Secure Conversation Message: ReadResponse","88","941","ReadResponse","VqKwRpqLQz","","","","","","","","","","","","0x018","43","4840","60324","0.000599047"
"113","6.043871106","172.18.0.13","10.0.0.3","TCP","66","60324  >  4840 [ACK] Seq=2989 Ack=3933 Win=501 Len=0 TSval=1867352681 TSecr=784573077","","","","","","","","","","","","","","","","0x010","501","60324","4840","0.000010526"
"114","6.814953443","172.18.0.3","10.0.0.2","Modbus/TCP","78","   Query: Trans: 31870; Unit:   1, Func:   1: Read Coils","","","","","","","","","","6","31870","Read Coils","","","","0x018","502","51766","502","0.771082337"
"115","6.815383833","10.0.0.2","172.18.0.3","Modbus/TCP","76","Response: Trans: 31870; Unit:   1, Func:   1: Read Coils","","","","","","","","","","4","31870","Read Coils","114","0.000430390","","0x018","43","502","51766","0.000430390"
"116","6.815399512","172.18.0.3","10.0.0.2","TCP","66","51766  >  502 [ACK] Seq=25 Ack=21 Win=502 Len=0 TSval=897714477 TSecr=4262231153","","","","","","","","","","","","","","","","0x010","502","51766","502","0.000015679"
"117","7.037225712","172.18.0.11","10.0.0.1","S7COMM","97","ROSCTR:[Job     ] Function:[Read Var]","","","","","Job","","Read Var","","","","","","","","","0x018","502","49396","102","0.221826200"
"118","7.037534434","10.0.0.1","172.18.0.11","S7COMM","111","ROSCTR:[Ack_Data] Function:[Read Var]","","","","","Ack_Data","20","Read Var","6356526f474a546d72725778414d75594a626962","","","","","","","","0x018","43","102","49396","0.000308722"
"119","7.037599859","172.18.0.11","10.0.0.1","TCP","66","49396  >  102 [ACK] Seq=125 Ack=181 Win=502 Len=0 TSval=1787439994 TSecr=2261105223","","","","","","","","","","","","","","","","0x010","502","49396","102","0.000065425"
"120","7.047252314","172.18.0.7","10.0.0.2","Modbus/TCP","78","   Query: Trans: 18820; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","18820","Write Single Coil","","","","0x018","502","55868","502","0.009652455"
"121","7.047533110","10.0.0.2","172.18.0.7","Modbus/TCP","78","Response: Trans: 18820; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","18820","Write Single Coil","120","0.000280796","","0x018","43","502","55868","0.000280796"
"122","7.047550691","172.18.0.7","10.0.0.2","TCP","66","55868  >  502 [ACK] Seq=85 Ack=81 Win=502 Len=0 TSval=3726489470 TSecr=4262231385","","","","","","","","","","","","","","","","0x010","502","55868","502","0.000017581"
"123","7.552441545","172.18.0.7","10.0.0.2","Modbus/TCP","78","   Query: Trans: 49278; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","49278","Write Single Coil","","","","0x018","502","55868","502","0.504890854"
"124","7.552893380","10.0.0.2","172.18.0.7","Modbus/TCP","78","Response: Trans: 49278; Unit:   1, Func:   5: Write Single Coil","","","","","","","","","","6","49278","Write Single Coil","123","0.000451835","","0x018","43","502","55868","0.000451835"
"125","7.552920839","172.18.0.7","10.0.0.2","TCP","66","55868  >  502 [ACK] Seq=97 Ack=93 Win=502 Len=0 TSval=3726489975 TSecr=4262231890","","","","","","","","","","","","","","","","0x010","502","55868","502","0.000027459"
