"No.","Time","Source","Destination","Protocol","srcPort","dstPort","Length","Info","tcp_Flags","tcp_WindowSize","Delay","OPC_Message_Size","OPC_Sec.Requ_ID","MessageType","Message_String","S7_ROSCTR","S7_Data_Length","S7_Function","S7_Message","S7_Error_Code","Mod_Length","Mod_Transa_ID","Mod_Function","Mod_Req_Frame","Mod_Req_Delay","Mod_Data","Delay (tcp)"
"603","30.273595072","172.18.0.6","10.0.0.1","TCP","27679","102","54","27679  >  102 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000016260","","","","","","","","","","","","","","","","0.000016260"
"604","30.275041925","172.18.0.6","10.0.0.3","TCP","30478","4840","154","30478  >  4840 [SYN] Seq=0 Win=8192 Len=100 [TCP segment of a reassembled PDU]","0x002","8192","0.001446853","","","","","","","","","","","","","","","","0.000000000"
"606","30.275356801","172.18.0.6","10.0.0.3","TCP","30478","4840","54","30478  >  4840 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000067629","","","","","","","","","","","","","","","","0.000067629"
"607","30.276638152","172.18.0.6","10.0.0.2","TCP","33608","502","154","33608  >  502 [SYN] Seq=0 Win=8192 Len=100","0x002","8192","0.001281351","","","","","","","","","","","","","","","","0.000000000"
"609","30.276952687","172.18.0.6","10.0.0.2","TCP","33608","502","54","33608  >  502 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000014455","","","","","","","","","","","","","","","","0.000014455"
"610","30.278228610","172.18.0.6","10.0.0.3","TCP","27727","4840","154","27727  >  4840 [SYN] Seq=0 Win=8192 Len=100 [TCP segment of a reassembled PDU]","0x002","8192","0.001275923","","","","","","","","","","","","","","","","0.000000000"
"612","30.278460992","172.18.0.6","10.0.0.3","TCP","27727","4840","54","27727  >  4840 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000013864","","","","","","","","","","","","","","","","0.000013864"
"613","30.286387159","172.18.0.6","10.0.0.1","TPKT","35908","102","154","Continuation","0x002","8192","0.007926167","","","","","","","","","","","","","","","","0.000000000"
"615","30.286721220","172.18.0.6","10.0.0.1","TCP","35908","102","54","35908  >  102 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000031212","","","","","","","","","","","","","","","","0.000031212"
"616","30.287847527","172.18.0.6","10.0.0.1","TPKT","26444","102","154","Continuation","0x002","8192","0.001126307","","","","","","","","","","","","","","","","0.000000000"
"618","30.288092165","172.18.0.6","10.0.0.1","TCP","26444","102","54","26444  >  102 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000031456","","","","","","","","","","","","","","","","0.000031456"
"619","30.293182176","172.18.0.6","10.0.0.2","TCP","50702","502","154","50702  >  502 [SYN] Seq=0 Win=8192 Len=100","0x002","8192","0.005090011","","","","","","","","","","","","","","","","0.000000000"
"621","30.293441226","172.18.0.6","10.0.0.2","TCP","50702","502","54","50702  >  502 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000029548","","","","","","","","","","","","","","","","0.000029548"
"622","30.294750586","172.18.0.6","10.0.0.2","TCP","20046","502","154","20046  >  502 [SYN] Seq=0 Win=8192 Len=100","0x002","8192","0.001309360","","","","","","","","","","","","","","","","0.000000000"
"624","30.294984839","172.18.0.6","10.0.0.2","TCP","20046","502","54","20046  >  502 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000027036","","","","","","","","","","","","","","","","0.000027036"
"625","30.295172174","172.18.0.6","10.0.0.3","TCP","25014","4840","154","25014  >  4840 [SYN] Seq=0 Win=8192 Len=100 [TCP segment of a reassembled PDU]","0x002","8192","0.000187335","","","","","","","","","","","","","","","","0.000000000"
"627","30.295397270","172.18.0.6","10.0.0.3","TCP","25014","4840","54","25014  >  4840 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000026114","","","","","","","","","","","","","","","","0.000026114"
"628","30.297913607","172.18.0.6","10.0.0.1","TPKT","10480","102","154","Continuation","0x002","8192","0.002516337","","","","","","","","","","","","","","","","0.000000000"
"630","30.298161599","172.18.0.6","10.0.0.1","TCP","10480","102","54","10480  >  102 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000038686","","","","","","","","","","","","","","","","0.000038686"
"631","30.300762208","172.18.0.6","10.0.0.3","TCP","9163","4840","154","9163  >  4840 [SYN] Seq=0 Win=8192 Len=100 [TCP segment of a reassembled PDU]","0x002","8192","0.002600609","","","","","","","","","","","","","","","","0.000000000"
"633","30.301112798","172.18.0.6","10.0.0.3","TCP","9163","4840","54","9163  >  4840 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000026383","","","","","","","","","","","","","","","","0.000026383"
"634","30.302988925","172.18.0.6","10.0.0.2","TCP","33433","502","154","33433  >  502 [SYN] Seq=0 Win=8192 Len=100","0x002","8192","0.001876127","","","","","","","","","","","","","","","","0.000000000"
"636","30.303248041","172.18.0.6","10.0.0.2","TCP","33433","502","54","33433  >  502 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000038144","","","","","","","","","","","","","","","","0.000038144"
"637","30.304651548","172.18.0.6","10.0.0.3","TCP","430","4840","154","430  >  4840 [SYN] Seq=0 Win=8192 Len=100 [TCP segment of a reassembled PDU]","0x002","8192","0.001403507","","","","","","","","","","","","","","","","0.000000000"
"639","30.304872943","172.18.0.6","10.0.0.3","TCP","430","4840","54","430  >  4840 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000030000","","","","","","","","","","","","","","","","0.000030000"
"640","30.306147792","172.18.0.6","10.0.0.1","TPKT","55736","102","154","Continuation","0x002","8192","0.001274849","","","","","","","","","","","","","","","","0.000000000"
"642","30.306405629","172.18.0.6","10.0.0.1","TCP","55736","102","54","55736  >  102 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000030820","","","","","","","","","","","","","","","","0.000030820"
"643","30.307601618","172.18.0.6","10.0.0.2","TCP","11180","502","154","11180  >  502 [SYN] Seq=0 Win=8192 Len=100","0x002","8192","0.001195989","","","","","","","","","","","","","","","","0.000000000"
"645","30.307851794","172.18.0.6","10.0.0.2","TCP","11180","502","54","11180  >  502 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000047326","","","","","","","","","","","","","","","","0.000047326"
"646","30.309139522","172.18.0.6","10.0.0.3","TCP","28075","4840","154","28075  >  4840 [SYN] Seq=0 Win=8192 Len=100 [TCP segment of a reassembled PDU]","0x002","8192","0.001287728","","","","","","","","","","","","","","","","0.000000000"
"648","30.309360147","172.18.0.6","10.0.0.3","TCP","28075","4840","54","28075  >  4840 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000015114","","","","","","","","","","","","","","","","0.000015114"
"649","30.312857661","172.18.0.6","10.0.0.1","TPKT","39935","102","154","Continuation","0x002","8192","0.003497514","","","","","","","","","","","","","","","","0.000000000"
"651","30.313103156","172.18.0.6","10.0.0.1","TCP","39935","102","54","39935  >  102 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000038858","","","","","","","","","","","","","","","","0.000038858"
"652","30.314465740","172.18.0.6","10.0.0.2","TCP","58543","502","154","58543  >  502 [SYN] Seq=0 Win=8192 Len=100","0x002","8192","0.001362584","","","","","","","","","","","","","","","","0.000000000"
"654","30.314663748","172.18.0.6","10.0.0.2","TCP","58543","502","54","58543  >  502 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000015083","","","","","","","","","","","","","","","","0.000015083"
"655","30.326634062","172.18.0.6","10.0.0.1","TPKT","30074","102","154","Continuation","0x002","8192","0.011970314","","","","","","","","","","","","","","","","0.000000000"
"657","30.327043858","172.18.0.6","10.0.0.1","TCP","30074","102","54","30074  >  102 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000037859","","","","","","","","","","","","","","","","0.000037859"
"658","30.330275972","172.18.0.6","10.0.0.2","TCP","4232","502","154","4232  >  502 [SYN] Seq=0 Win=8192 Len=100","0x002","8192","0.003232114","","","","","","","","","","","","","","","","0.000000000"
"660","30.330633876","172.18.0.6","10.0.0.2","TCP","4232","502","54","4232  >  502 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000079074","","","","","","","","","","","","","","","","0.000079074"
"661","30.334157207","172.18.0.6","10.0.0.3","TCP","30775","4840","154","30775  >  4840 [SYN] Seq=0 Win=8192 Len=100 [TCP segment of a reassembled PDU]","0x002","8192","0.003523331","","","","","","","","","","","","","","","","0.000000000"
"663","30.334742949","172.18.0.6","10.0.0.3","TCP","30775","4840","54","30775  >  4840 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000098218","","","","","","","","","","","","","","","","0.000098218"
"664","30.336267152","172.18.0.6","10.0.0.2","TCP","52086","502","154","52086  >  502 [SYN] Seq=0 Win=8192 Len=100","0x002","8192","0.001524203","","","","","","","","","","","","","","","","0.000000000"
"666","30.336646645","172.18.0.6","10.0.0.2","TCP","52086","502","54","52086  >  502 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000026964","","","","","","","","","","","","","","","","0.000026964"
"667","30.338374420","172.18.0.6","10.0.0.3","TCP","44496","4840","154","44496  >  4840 [SYN] Seq=0 Win=8192 Len=100 [TCP segment of a reassembled PDU]","0x002","8192","0.001727775","","","","","","","","","","","","","","","","0.000000000"
"669","30.338733513","172.18.0.6","10.0.0.3","TCP","44496","4840","54","44496  >  4840 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000042270","","","","","","","","","","","","","","","","0.000042270"
"670","30.340283972","172.18.0.6","10.0.0.1","TPKT","53097","102","154","Continuation","0x002","8192","0.001550459","","","","","","","","","","","","","","","","0.000000000"
"672","30.340724605","172.18.0.6","10.0.0.1","TCP","53097","102","54","53097  >  102 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000031864","","","","","","","","","","","","","","","","0.000031864"
"673","30.345064878","172.18.0.6","10.0.0.3","TCP","6929","4840","154","6929  >  4840 [SYN] Seq=0 Win=8192 Len=100 [TCP segment of a reassembled PDU]","0x002","8192","0.004340273","","","","","","","","","","","","","","","","0.000000000"
"675","30.345410698","172.18.0.6","10.0.0.3","TCP","6929","4840","54","6929  >  4840 [RST] Seq=1 Win=0 Len=0","0x004","0","0.000031823","","","","","","","","","","","","","","","","0.000031823"
